text,label
Color Filter Arrays for Quanta Image Sensors,cs
"On the Role of Conceptualization in Commonsense Knowledge Graph
  Construction",cs
"BlendTorch: A Real-Time, Adaptive Domain Randomization Library",cs
"Discrete Latent Variable Representations for Low-Resource Text
  Classification",cs
"Generative Adversarial Registration for Improved Conditional Deformable
  Templates",cs
Sitara: Spectrum Measurement Goes Mobile Through Crowd-sourcing,cs
On Inferring Training Data Attributes in Machine Learning Models,cs
Extracting Factual Min/Max Age Information from Clinical Trial Studies,cs
"Schematic Memory Persistence and Transience for Efficient and Robust
  Continual Learning",cs
"What happens when a journal converts to Open Access? A bibliometric
  analysis",cs
Feedback Recurrent AutoEncoder,cs
Meta-Reinforcement Learning for Robotic Industrial Insertion Tasks,cs
Load Driven Branch Predictor (LDBP),cs
Face Mask Detection using Transfer Learning of InceptionV3,cs
Accelerating Large-Kernel Convolution Using Summed-Area Tables,cs
"A Convolutional Neural Network for the Automatic Diagnosis of Collagen
  VI related Muscular Dystrophies",cs
Learning to Blindly Assess Image Quality in the Laboratory and Wild,cs
"Sound source ranging using a feed-forward neural network with
  fitting-based early stopping",cs
"Optimality of Treating Inter-Cell Interference as Noise Under Finite
  Precision CSIT",cs
"Opportunistic Federated Learning: An Exploration of Egocentric
  Collaboration for Pervasive Computing Applications",cs
DocOIE: A Document-level Context-Aware Dataset for OpenIE,cs
"IMAC: In-memory multi-bit Multiplication andACcumulation in 6T SRAM
  Array",cs
Linear Regression over Networks with Communication Guarantees,cs
"A Commonsense Reasoning Framework for Explanatory Emotion Attribution,
  Generation and Re-classification",cs
Sparse Curriculum Reinforcement Learning for End-to-End Driving,cs
An Efficient Language-Independent Multi-Font OCR for Arabic Script,cs
Benchmarking Image Retrieval for Visual Localization,cs
Incremental Learning In Online Scenario,cs
A Framework for Recognizing and Estimating Human Concentration Levels,cs
"Supervised Learning in the Presence of Concept Drift: A modelling
  framework",cs
"Combining Gesture and Voice Control for Mid-Air Manipulation of CAD
  Models in VR Environments",cs
"GraphTheta: A Distributed Graph Neural Network Learning System With
  Flexible Training Strategy",cs
Reinforced Epidemic Control: Saving Both Lives and Economy,cs
"Interpretation of ResNet by Visualization of Preferred Stimulus in
  Receptive Fields",cs
"New methods for metastimuli: architecture, embeddings, and neural
  network optimization",cs
"Selective Deep Convolutional Neural Network for Low Cost Distorted Image
  Classification",cs
"The Sample Complexity of Distribution-Free Parity Learning in the Robust
  Shuffle Model",cs
VOnDA: A Framework for Ontology-Based Dialogue Management,cs
"Learning and Exploiting Interclass Visual Correlations for Medical Image
  Classification",cs
"A Generative Approach for User-Centered, Collaborative, Domain-Specific
  Modeling Environments",cs
"von Mises-Fisher Loss: An Exploration of Embedding Geometries for
  Supervised Learning",cs
Knowledge-based Biomedical Data Science 2019,cs
"A Neural Model for Text Localization, Transcription and Named Entity
  Recognition in Full Pages",cs
Local Context Normalization: Revisiting Local Normalization,cs
How to apply the rubber method for channels with feedback,cs
GraphEBM: Molecular Graph Generation with Energy-Based Models,cs
Difficulty-aware Meta-learning for Rare Disease Diagnosis,cs
Fine-grained Semantic Constraint in Image Synthesis,cs
ASTRAL: Adversarial Trained LSTM-CNN for Named Entity Recognition,cs
"COSMO: Conditional SEQ2SEQ-based Mixture Model for Zero-Shot Commonsense
  Question Answering",cs
"GAC-GAN: A General Method for Appearance-Controllable Human Video Motion
  Transfer",cs
Unsupervised Domain Adaptation using Graph Transduction Games,cs
TWEAC: Transformer with Extendable QA Agent Classifiers,cs
"CISE3: Verifica\c{c}\~ao de aplica\c{c}\~oes com consist\^encia fraca em
  Why3",cs
CRATOS: Cognition of Reliable Algorithm for Time-series Optimal Solution,cs
A Partial Regularization Method for Network Compression,cs
Towards Fortifying the Multi-Factor-Based Online Account Ecosystem,cs
Predicting Directionality in Causal Relations in Text,cs
Repurposing Pretrained Models for Robust Out-of-domain Few-Shot Learning,cs
"An Ensemble with Shared Representations Based on Convolutional Networks
  for Continually Learning Facial Expressions",cs
"Deep Learning-Based Autoencoder for Data-Driven Modeling of an RF
  Photoinjector",cs
A Little Charity Guarantees Almost Envy-Freeness,cs
VICSOM: VIsual Clues from SOcial Media for psychological assessment,cs
On the computational content of Zorn's lemma,cs
"Accelerating Proposal Generation Network for \\Fast Face Detection on
  Mobile Devices",cs
PATHATTACK: Attacking Shortest Paths in Complex Networks,cs
"Adaptive Algorithms for Multi-armed Bandit with Composite and Anonymous
  Feedback",cs
"Extracting Seasonal Gradual Patterns from Temporal Sequence Data Using
  Periodic Patterns Mining",cs
Identifying and Reducing Gender Bias in Word-Level Language Models,cs
Intelligent Architectures for Intelligent Machines,cs
"A Comparison of Three Measurement Models for the Wheel-mounted MEMS
  IMU-based Dead Reckoning System",cs
"Federated Doubly Stochastic Kernel Learning for Vertically Partitioned
  Data",cs
On Search Friction of Route Discovery in Offchain Networks,cs
Commonsense knowledge adversarial dataset that challenges ELECTRA,cs
Experiential AI,cs
"Transliteration of Judeo-Arabic Texts into Arabic Script Using Recurrent
  Neural Networks",cs
Level Three Synthetic Fingerprint Generation,cs
Robust Spammer Detection by Nash Reinforcement Learning,cs
"Bayesian Optimization for Radio Resource Management: Open Loop Power
  Control",cs
Hard Occlusions in Visual Object Tracking,cs
"Constant Angular Velocity Regulation for Visually Guided Terrain
  Following",cs
"Refined approachability algorithms and application to regret
  minimization with global costs",cs
Strongly Budget Balanced Auctions for Multi-Sided Markets,cs
Aerodynamic Data Fusion Towards the Digital Twin Paradigm,cs
Improving Zero Shot Learning Baselines with Commonsense Knowledge,cs
"A Simple Yet Effective Method for Video Temporal Grounding with
  Cross-Modality Attention",cs
"A Finite State Transducer Based Morphological Analyzer of Maithili
  Language",cs
"End-to-End Multi-View Fusion for 3D Object Detection in LiDAR Point
  Clouds",cs
"Adversarial Robustness vs Model Compression, or Both?",cs
Curiosity-driven 3D Scene Structure from Single-image Self-supervision,cs
Recent Advances in Deep Learning Techniques for Face Recognition,cs
"AnySeq: A High Performance Sequence Alignment Library based on Partial
  Evaluation",cs
"Modelling Resistive and Phase Change Memory with Passive Selector Arrays
  -- A Matlab Tool",cs
"Ethics, Data Science, and Health and Human Services: Embedded Bias in
  Policy Approaches to Teen Pregnancy Prevention",cs
"Multi-Perspective Relevance Matching with Hierarchical ConvNets for
  Social Media Search",cs
"Towards objectively evaluating the quality of generated medical
  summaries",cs
Age-Optimal Transmission of Rateless Codes in an Erasure Channel,cs
An Attention Mechanism for Musical Instrument Recognition,cs
"GeoTrackNet-A Maritime Anomaly Detector using Probabilistic Neural
  Network Representation of AIS Tracks and A Contrario Detection",cs
"Neural Human Video Rendering by Learning Dynamic Textures and
  Rendering-to-Video Translation",cs
"CascadeTabNet: An approach for end to end table detection and structure
  recognition from image-based documents",cs
Generating Adversarial Examples with Adversarial Networks,cs
"Self-supervised Keypoint Correspondences for Multi-Person Pose
  Estimation and Tracking in Videos",cs
An introduction to causal reasoning in health analytics,cs
"From English to Code-Switching: Transfer Learning with Strong
  Morphological Clues",cs
Recognizing American Sign Language Manual Signs from RGB-D Videos,cs
"LiPo-LCD: Combining Lines and Points for Appearance-based Loop Closure
  Detection",cs
Pea-KD: Parameter-efficient and Accurate Knowledge Distillation on BERT,cs
dynnode2vec: Scalable Dynamic Network Embedding,cs
Conceptual Game Expansion,cs
"Towards Explainable Bit Error Tolerance of Resistive RAM-Based Binarized
  Neural Networks",cs
Learning Event-Based Motion Deblurring,cs
"Catastrophic Forgetting in Deep Graph Networks: an Introductory
  Benchmark for Graph Classification",cs
Automatic Section Recognition in Obituaries,cs
A Single Iterative Step for Anytime Causal Discovery,cs
Robust Federated Learning with Noisy Labels,cs
On the Expressiveness and Monitoring of Metric Temporal Logic,cs
"HSFM-$\Sigma$nn: Combining a Feedforward Motion Prediction Network and
  Covariance Prediction",cs
I2PA : An Efficient ABC for IoT,cs
"Secret key agreement for hypergraphical sources with limited total
  discussion",cs
A Receding Horizon Scheduling Approach for Search & Rescue Scenarios,cs
"Feature Selection for Survival Analysis with Competing Risks using Deep
  Learning",cs
"crea.blender: A Neural Network-Based Image Generation Game to Assess
  Creativity",cs
Re-Evaluating GermEval17 Using German Pre-Trained Language Models,cs
"A Formal Approach for Efficient Navigation Management of Hybrid Electric
  Vehicles on Long Trips",cs
"Sensitivity Analysis in the Dupire Local Volatility Model with
  Tensorflow",cs
"Some Considerations and a Benchmark Related to the CNF Property of the
  Koczy-Hirota Fuzzy Rule Interpolation",cs
Signal recovery from a few linear measurements of its high-order spectra,cs
Towards Universal Representation Learning for Deep Face Recognition,cs
Increasing city safety awareness regarding disruptive traffic stream,cs
Saec: Similarity-Aware Embedding Compression in Recommendation Systems,cs
"SPECT Imaging Reconstruction Method Based on Deep Convolutional Neural
  Network",cs
A Channel Model of Transceivers for Multiterminal Secret Key Agreement,cs
Capsule GAN Using Capsule Network for Generator Architecture,cs
Self-Concordant Analysis of Generalized Linear Bandits with Forgetting,cs
"Temporal Cluster Matching for Change Detection of Structures from
  Satellite Imagery",cs
"Integration of Text-maps in Convolutional Neural Networks for Region
  Detection among Different Textual Categories",cs
"Toward Terabits-per-second Communications: Low-Complexity Parallel
  Decoding of $G_N$-Coset Codes",cs
Quality Inference in Federated Learning with Secure Aggregation,cs
Agile Risk Management for Multi-Cloud Software Development,cs
"Grammatical Error Correction in Low Error Density Domains: A New
  Benchmark and Analyses",cs
Reward Optimization for Neural Machine Translation with Learned Metrics,cs
MPN: Multimodal Parallel Network for Audio-Visual Event Localization,cs
"Fixed-MAML for Few Shot Classification in Multilingual Speech Emotion
  Recognition",cs
"Fast Generation of High Fidelity RGB-D Images by Deep-Learning with
  Adaptive Convolution",cs
"Optimal-size problem kernels for $d$-Hitting Set in linear time and
  space",cs
Can WiFi Estimate Person Pose?,cs
Real-Time Lip Sync for Live 2D Animation,cs
Evaluating Perceived Usefulness and Ease of Use of CMMN and DCR,cs
"Evaluation of Cross-View Matching to Improve Ground Vehicle Localization
  with Aerial Perception",cs
Multimodal Continuous Visual Attention Mechanisms,cs
"Evaluating Metrics for Standardized Benchmarking of Remote Presence
  Systems",cs
Cellular morphogenesis of three-dimensional tensegrity structures,cs
"Enhancing the Locality and Breaking the Memory Bottleneck of Transformer
  on Time Series Forecasting",cs
"The basins of attraction of the global minimizers of non-convex inverse
  problems with low-dimensional models in infinite dimension",cs
"Kungfupanda at SemEval-2020 Task 12: BERT-Based Multi-Task Learning for
  Offensive Language Detection",cs
On the probability of generating a primitive matrix,cs
Grand Challenges for Embedded Security Research in a Connected World,cs
Very Deep Self-Attention Networks for End-to-End Speech Recognition,cs
"Disseminating Research News in HCI: Perceived Hazards, How-To's, and
  Opportunities for Innovation",cs
"Architecture-Aware, High Performance Transaction for Persistent Memory",cs
"Regularizing Semi-supervised Graph Convolutional Networks with a
  Manifold Smoothness Loss",cs
ConVEx: Data-Efficient and Few-Shot Slot Labeling,cs
"Guru, Partner, or Pencil Sharpener? Understanding Designers' Attitudes
  Towards Intelligent Creativity Support Tools",cs
2-Dimensional Palindromes with $k$ Mismatches,cs
Incorporating Expert Prior in Bayesian Optimisation via Space Warping,cs
Inherent Trade-offs in the Fair Allocation of Treatments,cs
Lifespan Age Transformation Synthesis,cs
Fast Convergence of Fictitious Play for Diagonal Payoff Matrices,cs
"Current Limitations in Cyberbullying Detection: on Evaluation Criteria,
  Reproducibility, and Data Scarcity",cs
"Tensor completion using enhanced multiple modes low-rank prior and total
  variation",cs
Evolution of Artificial Intelligent Plane,cs
"An Ecosystem Approach to Ethical AI and Data Use: Experimental
  Reflections",cs
"Improved Planetary Rover Inertial Navigation and Wheel Odometry
  Performance through Periodic Use of Zero-Type Constraints",cs
"FANG: Leveraging Social Context for Fake News Detection Using Graph
  Representation",cs
Popular SQL Server Database Encryption Choices,cs
TFNet: Multi-Semantic Feature Interaction for CTR Prediction,cs
"Neural Transfer Learning with Transformers for Social Science Text
  Analysis",cs
"PerceptionGAN: Real-world Image Construction from Provided Text through
  Perceptual Understanding",cs
Video Representation Learning by Recognizing Temporal Transformations,cs
"DAF:re: A Challenging, Crowd-Sourced, Large-Scale, Long-Tailed Dataset
  For Anime Character Recognition",cs
"Real-Time 2D-3D Deformable Registration with Deep Learning and
  Application to Lung Radiotherapy Targeting",cs
Deep Interpretable Models of Theory of Mind For Human-Agent Teaming,cs
A Survey on Theorem Provers in Formal Methods,cs
"ViWi: A Deep Learning Dataset Framework for Vision-Aided Wireless
  Communications",cs
Using a min-cut generalisation to go beyond Boolean surjective VCSPs,cs
FedBE: Making Bayesian Model Ensemble Applicable to Federated Learning,cs
Adversarially Robust Learning Could Leverage Computational Hardness,cs
"Semantic Regularization: Improve Few-shot Image Classification by
  Reducing Meta Shift",cs
"Autonomous Flight through Cluttered Outdoor Environments Using a
  Memoryless Planner",cs
"Contract-based Methodology for Developing Resilient Cyber-Infrastructure
  in the Industry 4.0 Era",cs
"Can social influence be exploited to compromise security: An online
  experimental evaluation",cs
"Drop to Adapt: Learning Discriminative Features for Unsupervised Domain
  Adaptation",cs
Retro*: Learning Retrosynthetic Planning with Neural Guided A* Search,cs
Co-Learning Feature Fusion Maps from PET-CT Images of Lung Cancer,cs
"MSVD-Turkish: A Comprehensive Multimodal Dataset for Integrated Vision
  and Language Research in Turkish",cs
Analyzing Flight Delay Prediction Under Concept Drift,cs
Bellman: A Toolbox for Model-Based Reinforcement Learning in TensorFlow,cs
The high-order block RIP for non-convex block-sparse compressed sensing,cs
"Text Mining for Processing Interview Data in Computational Social
  Science",cs
Report on the SIGIR 2019 Workshop on eCommerce (ECOM19),cs
A Theoretical Analysis of the Repetition Problem in Text Generation,cs
"Complexity of controlled bad sequences over finite sets of
  $\mathbb{N}^d$",cs
SparseFool: a few pixels make a big difference,cs
"Unsupervised Online Video Object Segmentation with Motion Property
  Understanding",cs
"Symbolic AI for XAI: Evaluating LFIT Inductive Programming for Fair and
  Explainable Automatic Recruitment",cs
Towards Robust Toxic Content Classification,cs
Eat4Thought: A Design of Food Journaling,cs
"A Fractional Subgrid-scale Model for Turbulent Flows: Theoretical
  Formulation and a Priori Study",cs
Uncertainty Estimation in Deep 2D Echocardiography Segmentation,cs
Computational landscape of user behavior on social media,cs
Parameter Sharing Decoder Pair for Auto Composing,cs
Adaptive wireless power transfer in mobile Ad Hoc networks,cs
Adaptive Initialization Method for K-means Algorithm,cs
Lidar Point Cloud Guided Monocular 3D Object Detection,cs
"Temporal-Spatial Neural Filter: Direction Informed End-to-End
  Multi-channel Target Speech Separation",cs
"From Solving a Problem Boldly to Cutting the Gordian Knot: Idiomatic
  Text Generation",cs
Analyzing Visual Representations in Embodied Navigation Tasks,cs
API Misuse Correction: A Statistical Approach,cs
"Using Model Checking to Formally Verify Rendezvous Algorithms for Robots
  with Lights in Euclidean Space",cs
"Improving Visual Place Recognition Performance by Maximising
  Complementarity",cs
"Learning Variational Word Masks to Improve the Interpretability of
  Neural Text Classifiers",cs
