text,label
@njmartin5225 @GrownAssMidget @TheCWW I've seen this before. It's too funny! 
@JacyMelillo @NickMelill0 @linds7313 @MelF_cknFoster Currently cringing,0
"haiku simple: in a pinch of time, life's spices flutter and fall, to waiting below. #haiku #haikuchallenge",0
@pattonoswalt Sometimes you just need to do some dishes and listen to The Village Green. Welcome to adulthood.,0
@PowerbombTV I did please get back as soon as possible please,0
"Welcome to the north! I mean... Tennessee? Where it’s way too cold, but too cold for snow?... oh. And dry. https://t.co/V0Jsp1Z4sy",0
"@hm_custserv Reply to me then please, in English too",0
@BTCare Done. Thank you!,0
@CocaCola Someone is cutting onions in here,0
BREAKING: @DevinNunes is an idiot #NunesMemo #TrumpRussia https://t.co/Ki0nbinGc7,0
"@JacobNottingham A lot of the good ones were already said, but my 80’s geek got to me with GLOW.",0
@JonPiscitelli1 @Starbucks yuuuuuuup you know ya boy’s rollin up with a venti dark roast black w/ a splash of cold water ��,0
@dionbronson Porzingis making Nance Jr. look like the bum he is,0
"Watch ""Counter Arguments"" on YouTube - https://t.co/n8tZk2wscu",0
"@JBPritzker I’m curious...if the SoS is the “least offensive,” do you believe that African-Americans are offensive… https://t.co/etGSvRUS1h",0
@ThreeUKSupport yeah gl53 7jx. The shop mentioned the new John Lewis blocking signal but not much else.,0
"@realDonaldTrump - did you watch a different program? in reality the opposite happened, you mouthpiece refuses to… https://t.co/49RYOnJMVU",0
"Strangling your mother in law isn’t *really* a crime, right? #AskingForAFriend",0
@Emilymay_33 Isn’t that the pot calling the kettle black��,0
@WL_Athletics Seriously - Im going to need a play by play then... �� Facebook live? Anything?,0
"Get money for nothing with Dosh, my favorite app that pays me to shop, dine out and book hotels #dosh… https://t.co/xbpJCvjxDS",0
@banlung_carson @AirAsiaSupport How isTaiwan?,0
"@jonfavs This looks like it belongs on a serial killer's wall. And not a competent one, but bargain bin zodiac killer. Aka Ted Cruz's dad.",0
"@BurberryService ITEM 39763961, which store can I get this wallet?",0
"@TopmanAskUs hi, I need to return some jeans I got my son, but I've lost the invoice, have email though as done online, can you help??",0
Good #CuldceptRevolt knowledge from Hiroyoshi in our Forum - reverting a land to G with Land Transfer gets you 70%… https://t.co/sQSIIfZIWY,0
@NBCThisisUs They also don’t have words. #iseefaces https://t.co/FBXCXCOXt3,0
Two grown adults making date night plans that consist of: -Dinner somewhere we have a gift card for -Getting my r… https://t.co/DMhdyXkEqB,0
@KenyaPower_Care Thank you. May I get my statement from July up to date. domngash@yahoo.com,0
@sacadverts I really didn't want to say that myself...but since you mentioned it. DAMN that kid can't read a Mirand… https://t.co/mE7zduFKMI,0
I just rocked the vote for @HoneyGoldLovexx for 2018 @XBIZ Awards presented by @MyFreeCams https://t.co/KI4JIVnCW3 #xbizawards,0
@HondaCustSvc How about the passenger seat? Does that have lumbar support?,0
Going against Stafford *stress paces faster https://t.co/Q74SgYuJXq,0
@BestBuySupport DM Sent,0
