text,label
"Fog Robotics: A Summary, Challenges and Future Scope",cs
"Reinforcement Learning Based Temporal Logic Control with Maximum
  Probabilistic Satisfaction",cs
"On the Hardness of Problems Involving Negator Relationships in an
  Artificial Hormone System",cs
"CreativeBioMan: Brain and Body Wearable Computing based Creative Gaming
  System",cs
Texture Selection for Automatic Music Genre Classification,cs
Proof-of-forgery for hash-based signatures,cs
"ComStreamClust: a communicative multi-agent approach to text clustering
  in streaming data",cs
"Robust Reference Frame Extraction from Unsteady 2D Vector Fields with
  Convolutional Neural Networks",cs
Eat4Thought: A Design of Food Journaling,cs
Retrieval-based Goal-Oriented Dialogue Generation,cs
Neural Smoke Stylization with Color Transfer,cs
Uncertainty Estimation in Deep 2D Echocardiography Segmentation,cs
"Multi-Features Guidance Network for partial-to-partial point cloud
  registration",cs
"Evaluating Low-Resource Machine Translation between Chinese and
  Vietnamese with Back-Translation",cs
"Migratable AI: Effect of identity and information migration on users
  perception of conversational AI agents",cs
Online Graph Completion: Multivariate Signal Recovery in Computer Vision,cs
An Energy-Efficient Resource Management System for a Mobile Ad Hoc Cloud,cs
"Strong Converse Exponent for State Dependent Channels With Full State
  Information at the Sender",cs
"ComHapDet: A Spatial Community Detection Algorithm for Haplotype
  Assembly",cs
Optimal Reduced-order Modeling of Bipedal Locomotion,cs
Feature-Dependent Cross-Connections in Multi-Path Neural Networks,cs
"Unblind Your Apps: Predicting Natural-Language Labels for Mobile GUI
  Components by Deep Learning",cs
"Measuring the Quality of Explanations: The System Causability Scale
  (SCS). Comparing Human and Machine Explanations",cs
"Coded Caching with Heterogeneous Cache Sizes and Link Qualities: The
  Two-User Case",cs
Improving GANs for Speech Enhancement,cs
Back to the Future -- Sequential Alignment of Text Representations,cs
Integrality Gap of the Vertex Cover Linear Programming Relaxation,cs
"Robust Odometry and Mapping for Multi-LiDAR Systems with Online
  Extrinsic Calibration",cs
"On-manifold Adversarial Data Augmentation Improves Uncertainty
  Calibration",cs
Differentiable Drawing and Sketching,cs
MAVIREC: ML-Aided Vectored IR-DropEstimation and Classification,cs
"Fast, Accurate, and Simple Models for Tabular Data via Augmented
  Distillation",cs
Program-Guided Image Manipulators,cs
"Predicting A Creator's Preferences In, and From, Interactive Generative
  Art",cs
Compressing GANs using Knowledge Distillation,cs
On the validity of memristor modeling in the neural network literature,cs
Universal Text Representation from BERT: An Empirical Study,cs
"Leveraging neural representations for facilitating access to
  untranscribed speech from endangered languages",cs
"Zeffiro user interface for electromagnetic brain imaging: a GPU
  accelerated FEM tool for forward and inverse computations in Matlab",cs
"Separable Reversible Data Hiding Based on Integer Mapping and Multi-MSB
  Prediction for Encrypted 3D Mesh Models",cs
Implicit Discourse Relation Identification for Open-domain Dialogues,cs
"Real-time Joint Motion Analysis and Instrument Tracking for
  Robot-Assisted Orthopaedic Surgery",cs
"Specialized Decision Surface and Disentangled Feature for
  Weakly-Supervised Polyphonic Sound Event Detection",cs
Privacy Shadow: Measuring Node Predictability and Privacy Over Time,cs
"XR: Enabling training mode in the human brain XR: Enabling training mode
  in the human brain",cs
Adversarial Training for Large Neural Language Models,cs
"Production vs Perception: The Role of Individuality in Usage-Based
  Grammar Induction",cs
