text,label
@Gwenda SO glad it turned out okay and she is safe in her loving home with no injuries! That is one of the scariest things!,0
@Breznican Seeing the Falcon and new &amp; shiny... ����,0
@calebp_24 You can do it!! I believe in you! And you get to see me when it's all over!! ��,0
Anyone having issues with their #Giulia @AlfaRomeoCareUK @AlfaRomeoUSA #Alfaromeo if you are I would be interested 2 know #caranddriver,0
#NewProfilePic https://t.co/s2pCYYvKFt,0
I get in Twitter to aggravate ppl and log off. That’s it ��,0
"Good-bye to the flaming piece of shit that was 2017. Hello, lingering odors and pile of ash comprising 2018.",0
The @FCC should stand up for the consumers it represents and protect #NetNeutrality on December 14 https://t.co/s25LtB6A3S,0
@ThreeUKSupport I can call and txt fine.i have been here last 8 days and about 5 weeks out of last 8,0
@sylvioso James Franco for the Oscar(actor). If you saw The Room he captured his character perfectly,0
@baygray cue the memes https://t.co/Z0gMsyqV4z,0
FPSmathscience: RT @NFHSPrincipal: Awesome professional growth conversations re NGSS with FPS secondary science st… https://t.co/3QLJFRQTYq,0
Smoothest landing ever into LaGuardia tonight. @Delta thank the pilots of DL5899. Impressive work on a windy night.,0
"BTW @crantraf -- @blackanddecker did me right, and replaced my two failed batteries under warranty. I'm happy :) Thanks @blackanddecker !",0
Love is the Ultimate Luxury Giveaway https://t.co/Swwhzp1vbz via @jilliandodd,0
https://t.co/IdIcfq62Ed,0
@Medium please add functionality to bookmark the reading-place ( not just article ); especially for the #longReads,0
@AskPlayStation For Fifa 18,0
"The wait is finally over, just joined @SquareUK, hope to get started real soon!",0
"Try AppBundle 2 for iPhone &amp; iPad! Get 250 Apps in 1, Including Games, #Utilities, Camera and Entertainment Apps. https://t.co/WjZnOCsgKO",0
@Superdry_Care Thank you for resolving my issue promptly #goodcustomerservice,0
KIND - Precipitation Depiction 1:27 PM EST #inwx. Looking like plenty of fuel to get these super ells going. https://t.co/j4Csl94Dc5,0
@nvidiacc I own two gtx 460 in sli. I want to try windows 8 dev preview. Which driver should I use. Can I use the windows 7 one.,0
@greateranglia 14:44 from Ipswich to diss and currently on the 18:17 fr m diss back to Ipswich,0
@free__samples_ I love all my fans,0
@NBASTORE do you have this in store i'm planning to stop by tomorrow or online only?,0
@WeNeedFeminlsm Men already hit us worldwide and it goes largely unnoticed and unpunished. I don't think violence i… https://t.co/p6klzqQSXa,0
@lexmoreno15 You're too kind dear ����,0
"@AmericanAir If there were pictures of meals available for reserving meals in advance, that would make it so much easier to decide.",0
@sydneybetts_ @FlorezaTiffany @chrissyteigen can you buy this one ?,0
@thapthidaaa That’s what she said @thapthidaaa,0
"The #sesamestreetfornod collection is everything I hoped for. Way to go, @TheLandofNod !",0
@MIGOP https://t.co/Ra1dy8LrgK Meanwhile Bank of America decides squeezing more money from the poor is a good idea.,0
"Also I do not think Billy from Stranger Things is hot IRL. I think he looks like a cleaner, abbier, Macaulay Culkin",0
@donttrythis WHAT ABOUT THE POLYHEDRALS!!!,0
@ArbysCares Free chicken or slider or something. I don't recall.,0
"When @ATTCares has you commit to a 6 month contract at better price, but only feels like keeping that price for 1 m… https://t.co/PecGcPJqnD",0
@Burberry trying to order some rain boots I wear a 7.5 in US what size would I be in your boots do they run small or true to size?,0
@panerabread Reply tweet. Here as in Colorado.,0
@Google not sure if @RobertDowneyJr would be ok with this????? https://t.co/NWh9IZBx8Q,0
@marsha32 Merry Christmas Marsha !,0
"Hope y’all having a good day, make it count ����",0
Stay strong. It does get better. I found out the boy who bullied me in 7th grade has been arrested multiple times.… https://t.co/xrl5L6lDr5,0
@Lightroom So... Lightroom CC. Is there a possibility to have 'offline' catalogues?,0
@voorheesXIII I can't tell if you're legit asking or making fun of Cole xD,0
@Moto_Support But my phone is factory data reset last location is where my phone stolen I will give you IMEI can trace it,0
Okay. I tweeted something. #NowWhat,0
@banlung_carson @AirAsiaSupport How isTaiwan?,0
Leave it to me to get sick AND lose my book the week before finals �� if you see a personal finance book with highli… https://t.co/OkAmiuwQo9,0
@motorolaindia Hi how to add multiple bluetooth devices to Moto M ??,0
"People are always giving away kudos to him, kudos to her, kudos to them.. I don't like this word and how frequentl… https://t.co/xRkFRzPNPL",0
@JimGaffigan the mcrib is back jim,0
@FaceTheNation @SenMajLdr More specifically he said that lower-income people are less entitled to tax breaks becaus… https://t.co/49V7dpBDRK,0
@AmazonHelp I have. Please check.,0
A great quote “never scan what you can’t preserve” #s43 #dpla #libraries #archives #digitization #metadata #wvlafall2017,0
@FitbitSupport How many days worth of fitness data can my fitbit charge 2 hold if I am not syncing it continuously with the app?,0
"The emo believers wishy washy surrender to a higher power counts, but is not the same quality as a being who thinks… https://t.co/5ulzobGNGw",0
It’s hard work I took a pole class once and almost died �� https://t.co/4Yd1MavpOc,0
@medium Can I hide a post that I already published on medium without deleting that?,0
@redrobinburgers not sure why it's impossible to replace a delivery order made incorrectly? If you have a record of… https://t.co/gDuXjDZPnU,0
"@Ron_garza7 @derekcarrqb Merry early Christmas , babe!!! ����",0
"@HarrodsService Has your Christmas shop opened yet? If so, where can I find it?",0
@BobCaton So we aren’t going for this :(,0
I just Shake my head and laugh because I know . He really has a mental problem.,0
@Schrapnel @comcast RIP me,0
Watch Gwaer and I duo on @Twitch https://t.co/ku2AXoD4PO,0
@PaintDusting I know what you're going through and I'm here to support you.,0
@TeamJuJu @JujusBike will you add to this when you come to CALI again.!? Please! https://t.co/UroH5nUnmS,0
@bateson87 Do****,0
@neimanmarcus #NMholiday and #Contest . pic.twitter.com/PBEOajWXP0,0
@YobitExchange follow me here #yobit,0
"@IKEAUKSupport Hi Leanne, it was 403.087.76 (Trysil wardrobe) and it was the Wednesbury store. Such a shame items can't be reserved.",0
I wish Threat Level Midnight was an actual movie,0
@JennyMcCarthy Happy belated! Glad it was a good one!,0
I spent 6 hours at the mall and I’M CRYING,0
@EE Yes and I've now swapped it over to BT about a week ago,0
@Valarnold9 thanks val��,0
@BNBuzz How do I find the space limit for ebooks?,0
chicken mcnuggets !!!,0
@davidfrum Now this is just like T-ball.,0
@pbwelcome @ViggleTips @mkaczmarek65 It's 9 degrees ABOVE Zero here in the Frozen Tundra,0
"Leftover chicken? Don’t worry, we’ve got your back with Mini @PerdueChicken Pot Pies! #Promotion #PerdueCrew -… https://t.co/1yyboziYAl",0
Got off early and don’t know what to do with myself!!!,0
