text,label
@ No this first,0
"@ KristaMariePark Thank for your interest! to, Customer Care at - - NYTIMES.",0
If can ' t get my pair of @ beatsbydre powerbeats ' m doneski man. This is a slap in. Your @ Bose @,1
@EE On Rosneath Arial having good upload and download speeds but terrible latency 200ms. Why is this.,1
"Wallpaper, .:) #",0
"@ mckelldogs This might be, but - - eyedrops? tears so when you ' re sleep - and sp …: / /. /",0
@ Yelp we exact calculations for a business rating (for example if 4 stars actually 4.) or we use party?,0
@ nationalgridus have no water is current. Can you?,1
"Never shopping at @MACcosmetics again. Every time I go in there, their employees are super rude/condescending. I'll take my $$ to @Sephora",1
@JenniferTilly Merry Christmas to as well. You get more stunning every year ��,0
@.,0
@ all can ' t wireless network but guest works,0
Aaaahhhhh!!!! My @Razer @PlayOverwatch d.va meka headset came in!!! I didn't even know it had shipped!!! So excited… https://t.co/4gXy9xED8d,0
@Lin_Manuel @jmessinaphoto @VAMNit Omg a little squish!!!!! Enjoy and congrats!!!! I miss mine being so young! ������,0
@ IanJamesPoulter What ' poaching? NEVER.,0
@ AWSSupport When be Elasticsearch. ? Thank!,0
@NCIS_CBS https://t.co/eeVL9Eu3bE,0
@ msetchell Via? That s do on T,0
"Today at work there was a low flying duck heading toward a crowd of people, and I yelled ""watch out! and I'm very disappointed with myself.",0
@ @ What hell is a dm - days to money bank account thanks,1
@ united happy Newark: (30 mins free Wi - fi. ..,1
@ZARA_Care I've been waiting on a reply to my tweets and DMs for days now?,1
"New Listing! Large 2 Family Sale in # Park, # # realestate #! : / /. co / IV4OrLXkMk",0
@ SouthwestAir I flight changes ' t use military #,1
@JetBlue Completely understand but would prefer being on time to filling out forms....,0
@ nvidiacc own two gtx in sli. to windows 8 dev preview. Which driver should use. I windows 7.,0
Just posted a photo https://t.co/RShFwCjPHu,0
Love crescent? Try pesto @ to you going to it! # Promotion # PerdueCrew - …: / / t. co /,0
@ give money back.,1
Just gave 5 to @ the I!,0
@FitbitSupport when are you launching new clock faces for Indian market,0
@ HPSupport will not choose only monochrome # hppsdr #,1
@DIRECTV can I get a monthly charge double refund when it sprinkles outside and we lose reception? #IamEmbarrasedForYou,1
"@AlfaRomeoCares Hi thanks for replying, could be my internet but link doesn't seem to be working",1
Tasty! to everyone # FebrezeONE #: / /. / 4AQI53npei,0
@OnePlus_IN can OnePlus 5T do front camera portrait?,0
@ @ your is streaming is stop couple mins. together ' s xmas,1
@ a huge building fire Santa,0
@ the latter for,0
@greateranglia Could I ask why the Area in front of BIC Station was not gritted withh all the snow.,1
I'm earning points with #CricketRewards https://t.co/GfpGhqqnhE,0
@ @ RIP,0
"Wait, joined @ SquareUK, hope real soon!",0
@ ' s the best way store the regional / national?,0
@DanielNewman I honestly would believe anything. People are...too much sometimes.,0
@! send you a notification with s and what time ’ ll be up!,0
@Wavy2Timez for real,0
@ no. .. it.,1
Honda ' t leaking. Frustrated! @ @ AmericanHonda,1
"@CBSNews @Dodge @ChryslerCares My driver side air bag has been recalled and replaced, but what about the passenger side?",1
@ sending present security still on it! . twitter. com /,1
Catching # marathon! The people they for shows. . oh stupidity ️,0
"Hi @BootsHelp, is it now Boots policy to only offer a refund if the item is faulty?",1
"@ JBPritzker I ’. .. the SoS is “ least, ” do believe that - are … https: / /. co / etGSvRUS1h",0
@greateranglia Ok thanks...,0
@ m actually,0
"@DICKS tried to buy this today. Above the rack said 40% off apparel. Was told hats are not considered ""apparel"" https://t.co/vxtNI1Frm7",1
@mombot @mcrartgallery This is the most fucking stupid thing I've ever heard of. Next step is make women wear burka… https://t.co/m8dfs0isUb,0
@ @ 30samIToya That ' s how it ' gonna happen � �. shit cool BOOM u crying in car � � � � � � � … https: / /. co / l4eVJuhPQX,0
Tickets Start – A! : / /. co / NfiUjP5fme,0
@ cut off. Can?,1
How @??,0
@VW @QuirkCars some unauthorized work done on my engine now throwing a check engine light about a week later. Very upset.,1
"@realDonaldTrump Another white terrorist committing ACTS OF TERROR. Still waiting for you to call it like it is, si… https://t.co/jdXDug1vbg",0
@Chrysler Is the Pacifica similar to the size of the Town and Country?,0
@NYTsupport i have complained a dozen times &amp; yet my papers are still thrown FAR from my door. Why is this so hard to resolve?,1
Hey @nytimes your link to cancel my subscription isn't working and nobody is answering the chat. Please don't play that kind of stupid game.,1
@The_Weidmanator Source!,0
Hurry on over for YOUR chance to win one of our EPIC CASH PRIZES! https://t.co/4HgUgjRZXE https://t.co/beGsLj6JmF,0
@ NBASTORESupport they said the,0
Just bought hydrocortisone cream at @ BootsUK single WWHAM. spinning his. / 10 recommended.,1
Feeling a sense of winning. #amwriting #NaNoWriMo17 https://t.co/Y66C8IdyFP,0
"@ NFLUK @ ', # OnlyInTheNFL the call TD and ruin a great.",0
@ Yes. today,0
#: / /. /,0
Iphone battery sucks 11.2.1 @Apple,1
"How delusional do you have to be to even a little seriously say the Bengals have any hope in the next 2-3, or even… https://t.co/73g1ZgFrhI",0
@ When!?,1
@ Uber_Support $ cards disappeared! ?!,1
@TopmanAskUs still waiting for update pls.,1
"@ AskPlayStation camera if, why it sold with?",1
Ur ur hair and u feeling: / /. /,0
this tweet does ignore,0
@ TommyHilfiger Dramatic exp. 6 same size (30 /) 2 / 2 too large / 2: brand &; sizing,1
@ksnyder23s Awww did she at least match? She’s getting way too big!,0
Family coming real,0
"@virginmedia Instead of spending money on advertising, why not fix the slow speeds in the RG2 area. CLOWNS",1
"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3 3D Printer..."" by #SainSmart! #GiveToEmpower https://t.co/NaC2u8O3a1 #giveaway",0
Finished my first semester with a 4.0������,0
people 3 unfollowed me / / automatically https: / /. /,0
Favorite all. : / / t. /,0
@ awful like that is bigger than! ! cheese very crappy! !! https: / / t. / qpxRvL83ZV,1
@ I think your Monday 25% is. It ' s showing up in my. you are lying. want a set of weights.,1
@HPSupport HP DeskJet 3630 series: Online connectivity error... nothing seems to help or work #hppsdr #ijkhelp,1
@ TommyHilfiger cust in. haven ' t sorted a issue replacing a sub stndrd for 20 months,1
"@ KalelKitten @ 23andMe Oh, I ' ve waiting for video! I took much https: / / t. co / bOstFCZ7BM",0
@HPSupport can't get printer back on line #hppsdr #ijkhelp,1
@ Thank you for to me on. So this is a? will you publicize? Any on an ETA?,0
@Delta booked my reso in Jan as a platinum with Econ comf. You bumped me in a lower class and seat?,1
"You must check out Kline, Thatch and Wes! I want them all! https://t.co/Rra0HwtVD9 https://t.co/Yg3HKxPz7h",0
@AOLSupportHelp 2 weeks and still no reply to  a LETTER to UK office about being charged for something I cancelled. Typical of AOL?,1
@Walmart expired mustard ?? Peanut butter cracked &amp; open? Really? https://t.co/pxpS1IDTLo,1
"#, not able. Number n from @",1
